Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
313,ABAB,1ST,1186766790514356228,1186763268846706693,1186766296429543425,1186760914462302208,INTENDED
314,ABABC,1ST,1194575916170645504,1194574769468956673,1194575066438209536,1194433782566264833,INTENDED
315,AB,2ND,1192917892838248448,1192809899316695040,,,PERCEIVED
316,ABABCDC,1ST,1192470948592570368,1192470070930206720,1192470252682203138,1192468532010848256,INTENDED
317,ABACDE,1ST,1188241554932039680,1188124901242224642,1188240908397043712,1188089252292317185,INTENDED
318,AAB,1ST,1201291624720093191,1201246486459224066,,1201245195817213952,INTENDED
319,AB,2ND,1190625981725315074,1190623434528698368,,,PERCEIVED
320,ABC,3RD,1188915188420009988,1188871511484043265,1188914349022334976,,PERCEIVED
321,ABAC,1ST,1198187226410164225,1198153527840956416,1198157169360855040,1198152368371781632,INTENDED
322,ABA,2ND,1197001690018435072,1196999074714701824,,1196813676285698048,PERCEIVED
323,ABAC,1ST,1192039079971569665,1192038089990033409,1192038739889012736,1191859714998579200,INTENDED
324,ABA,1ST,1200673278345568256,1200665954793017344,1200672944680263680,,INTENDED
325,ABC,3RD,1189459981508071424,1189176784475918337,1189373992336887808,,PERCEIVED
326,ABAC,1ST,1191607552175493120,1191606251211415552,1191607036087111680,1191604021745700864,INTENDED
327,ABAB,1ST,1198088003916185600,1198061718053634048,1198068870663286785,1197890899587538945,INTENDED
328,ABABCBDCCCE,1ST,1196534305863942145,1196529352508428290,1196529740657631233,1196528923636617217,INTENDED
329,ABACB,1ST,1188942393296347137,1188940425916080128,1188942230926397440,1188940137117257728,INTENDED
330,AB,2ND,1191010709426987009,1190989232451522560,,,PERCEIVED
331,AB,2ND,1195232541470425088,1195198138052595712,,,PERCEIVED
332,AAB,1ST,1187738727940009984,1187231304779218945,,1187224598749728768,INTENDED
333,ABA,2ND,1199315108083712001,1199303412317335553,,1199175135351255040,PERCEIVED
334,AB,2ND,1187373389331259392,1187239429561356288,,,PERCEIVED
335,ABAC,1ST,1189775767355428871,1189752349536878592,1189775611641778176,1189747812294152192,INTENDED
336,ABA,1ST,1199968910998753280,1199837629606326272,1199865074971660288,,INTENDED
337,AA,1ST,1194030465210036229,1194030366329323521,,,INTENDED
338,ABAC,1ST,1189048692956897281,1189001645113384961,1189048509602791424,1189000300381790209,INTENDED
339,ABA,1ST,1194428265986834433,1194068559346851840,1194426055924146177,,INTENDED
340,ABA,1ST,1196625811186552832,1157083627303272448,1196607860609880065,,INTENDED
341,ABAC,1ST,1185577259647885312,1185575575685160960,1185575698888564737,1185574666229997568,INTENDED
342,ABA,1ST,1200220433632632832,1200206693080215552,1200219720877821952,,INTENDED
343,ABCACDCE,1ST,1193472851359219713,1193340528735248385,,1193328179517239296,INTENDED
344,AB,2ND,1193582667834347521,1193581400844161024,,,PERCEIVED
345,ABA,2ND,1201954548207833090,1201954458923622400,,1201954109064122370,PERCEIVED
346,ABAB,1ST,1197976186271518720,1197974117464576006,1197975555204927488,1197968534682439680,INTENDED
347,ABAC,1ST,1191129398478561280,1191126191576629249,1191126567608627202,1191123962216026114,INTENDED
348,ABC,3RD,1192357502232473600,1192237436622893056,1192338512751857664,,PERCEIVED
349,ABA,1ST,1187781772370530306,1187727418175287296,1187732843121668097,,INTENDED
350,ABAC,1ST,1196245993483886598,1195846592890314752,1196240832036294656,1195844428545642496,INTENDED
351,ABAC,1ST,1194320566116868102,1194193331024211969,1194298452366245890,1194183024058998792,INTENDED
352,AABCB,1ST,1202297348673675264,1202296036720599040,,1202295147507126273,INTENDED
353,ABABC,3RD,1186433131085287427,1186061402240376832,,,PERCEIVED
354,ABA,1ST,1193315683414790144,1193297822638071808,1193314300389023744,,INTENDED
355,ABA,1ST,1197640299775959046,1197639361946439680,1197640001351299072,,INTENDED
356,ABACD,1ST,1193878857893531648,1193873740431527936,1193878382171308034,1193873440215912448,INTENDED
357,ABABC,1ST,1186640092770656256,1186415972430667777,1186561419543810048,1186411596953903104,INTENDED
358,ABAC,1ST,1200624178979844096,1200601444191232000,1200623600501481472,1200600709944627200,INTENDED
359,ABAC,1ST,1188786996694704129,1188783121317220352,1188786546377396224,1188780197593485312,INTENDED
360,AA,1ST,1199669669805735941,1199669354897391616,,,INTENDED
361,ABCB,3RD,1190740159278526466,1190720830596009985,1190722210182377472,1190718867523461121,PERCEIVED
362,ABACD,1ST,1187596233927315458,1187591564949774337,1187592482693013504,1187507134960828417,INTENDED
363,ABA,1ST,1192501950799060997,1192478914234466305,1192501407481384960,,INTENDED
364,ABAB,1ST,1188885905064583169,1188869989232758790,1188871889449566211,1188798950272393216,INTENDED
365,AB,2ND,1187101917123620865,1187093050197237766,,,PERCEIVED
366,ABA,1ST,1190407614556966912,1190404442883002368,1190406611384143872,,INTENDED
367,AB,2ND,1192654421617979392,1192653252724219904,,,PERCEIVED
368,ABAC,1ST,1195705378425778176,1195610446117646336,1195704720742080512,1195571796721848321,INTENDED
369,ABACBD,1ST,1189604018324230144,1189566730831585280,1189601264713076736,1189477883107889153,INTENDED
370,AA,1ST,1201577654715125760,1201577519369064457,,,INTENDED
371,ABAB,1ST,1192597237232283648,1192596866719977474,1192597160153497601,1192596706732466176,INTENDED
372,AB,2ND,1185753409175146496,1185748804613607424,,,PERCEIVED
373,ABAC,1ST,1201579564532678658,1201379801476608001,1201563775612133376,1201303212835229698,INTENDED
374,ABAC,1ST,1196189037767221249,1195954741911539712,1196050997854064640,1194330688662708225,INTENDED
375,ABAC,1ST,1201342498506969089,1201193633770291200,1201194678584061952,1201178290926555137,INTENDED
376,ABACDCEF,1ST,1192446958885060608,1192445373287190534,1192446643184054272,1192444746960195585,INTENDED
377,ABACD,1ST,1193540882240282624,1193320266857951232,1193540617676247040,1193286667228069889,INTENDED
378,ABA,1ST,1188845555486605312,1188840559986610176,1188845437391785991,,INTENDED
379,AB,2ND,1193866613172293635,1193540192549781510,,,PERCEIVED
380,ABAB,1ST,1185979006497234946,1185978222430867456,1185978796509413376,1185973002724368387,INTENDED
381,ABABCDEDE,1ST,1202622372077035525,1202619465487278080,1202620813201031168,1202281657564303360,INTENDED
382,ABAC,1ST,1191903018142310400,1191902697487818753,1191902955827535877,1191520325294579713,INTENDED
383,ABACDE,1ST,1187529660327956482,1184427231696822272,1187492152554807301,1184326217060814848,INTENDED
384,ABAC,1ST,1186811211473702912,1186711283531468801,1186757385202782208,1186707026019258368,INTENDED
385,ABABC,1ST,1197207585650171904,1197205921274855424,1197206500063809536,1197205714562899970,INTENDED
386,ABABC,1ST,1189132467233406976,1189129910234673152,1189131138998009859,1189129456117374976,INTENDED
387,ABACD,1ST,1201517579661127681,1201226494921588736,1201514520579104768,1201224981696434177,INTENDED
388,ABCACD,1ST,1192258210033520642,1192190812819509248,,1192190501635670017,INTENDED
389,ABACD,1ST,1200026317007282176,1199874368521805824,1199988180352733184,1199834917611429888,INTENDED
390,AB,2ND,1188827426882605058,1188820423074410497,,,PERCEIVED
391,ABC,3RD,1195685681445650434,614122742028365825,1195685109531389953,,PERCEIVED
392,ABA,1ST,1196422325459009538,1196421852324749313,1196422136253960197,,INTENDED
393,ABABC,1ST,1197940326293540864,1197938903258411014,1197940175999062018,1197938348490416130,INTENDED
394,ABC,3RD,1188761183957839872,1188484486813470720,1188716721919512577,,PERCEIVED
395,ABAC,1ST,1194697617281880066,1194662343143235584,1194680109908865024,1194660931869040644,INTENDED
396,AB,2ND,1199514060447830016,1198660556653154304,,,PERCEIVED
397,ABAC,1ST,1190476168555880453,1189761988051816448,1190310076508246016,1189758262133919744,INTENDED
398,ABA,1ST,1190083206030200833,1189913788134412288,1190082674762932224,,INTENDED
399,ABAB,1ST,1187835285167579143,1187833665637769217,1187835159216902144,1187831651046436871,INTENDED
400,AB,2ND,1194346875031293954,1194292414757908483,,,PERCEIVED
401,ABA,1ST,1195419729730691073,1195417947558297601,1195419505045979139,,INTENDED
402,ABA,1ST,1189222550242500609,1189217622442860550,1189222363231076352,,INTENDED
403,ABAC,1ST,1185645695220539392,1185602224338165760,1185607568757940229,1185601988811284483,INTENDED
404,ABAC,1ST,1187166198770917377,1187077019013734401,1187157741888049152,1187068189206818817,INTENDED
405,ABACC,1ST,1185682382214631425,1185653754550468613,1185663564524244992,1185653119121788935,INTENDED
406,ABAC,1ST,1197573683730157568,1197157746090614784,1197479875357151233,1196974707926544384,INTENDED
407,ABAC,1ST,1200647337615511552,1200464422378131461,1200646464751333377,1200280894377824256,INTENDED
408,ABA,1ST,1195834471100100609,1195831838230634499,1195833330597613570,,INTENDED
409,ABAC,1ST,1198969669509664768,1198818919710167040,1198839071247872000,1198788860588830721,INTENDED
410,AB,2ND,1189028166708465664,1188953737513111552,,,PERCEIVED
411,ABA,2ND,1197909643760001024,1197909475501498374,,1197907563171303424,PERCEIVED
412,ABAB,1ST,1196177419046129666,1196176163028291590,1196176491253551104,1196175883331084294,INTENDED
413,ABAC,1ST,1187463835931688960,1187463347647574016,1187463474026168322,1187461960167841793,INTENDED
414,ABCAB,3RD,1190603934878048256,1190596279228928002,1190599123919134721,1190595146179600384,PERCEIVED
415,ABC,3RD,1196579843472809985,1196503925798494210,1196573544865394689,,PERCEIVED
416,ABAB,1ST,1190245117254414337,1190243591567953920,1190244315177652225,1190183452408254464,INTENDED
417,ABAB,1ST,1202758295498313728,1202758106146471936,1202758170143182848,1202757037752406016,INTENDED
418,ABA,1ST,1198133216550375424,1198066481080127488,1198125150027296768,,INTENDED
419,ABAB,1ST,1198333811060281345,1198328732303405063,1198330484515835909,1198128913865695232,INTENDED
420,AAB,1ST,1199710656972410880,1199709903490813952,,1199704874969116678,INTENDED
421,AB,2ND,1197283374135513088,1197257477529583616,,,PERCEIVED
422,ABAB,1ST,1197968827855835136,1197899666517610502,1197903634916356096,1197832571461263361,INTENDED
423,ABA,1ST,1190788641813123072,1190783190643986432,1190784448402464768,,INTENDED
424,ABAC,1ST,1187832215046164481,1187819957704368128,1187823963247955968,1187807681278631936,INTENDED
425,ABC,3RD,1200329594236264449,1200327343367237632,1200327715548622848,,PERCEIVED
426,ABAB,1ST,1191059119026905089,1191058775467319297,1191058916001636353,1191058457572577281,INTENDED
427,ABAC,1ST,1198270616723345410,1198256336758165505,1198269716260892672,1198197439338971136,INTENDED
428,AB,2ND,1197288429937184771,1197253308039204870,,,PERCEIVED
429,AB,2ND,1198372453543747586,1198370916889251841,,,PERCEIVED
430,ABC,3RD,1196325660458831873,1196221761383100423,1196323711202271233,,PERCEIVED
431,AB,2ND,1190070643645190144,1189932732606009345,,,PERCEIVED
432,ABAB,1ST,1201716566045396992,1201712838563287040,1201712951268392960,1201711570402844677,INTENDED
433,AB,2ND,1196235127392653313,1195914497808097281,,,PERCEIVED
434,ABA,1ST,1197166561443758080,1196997506057437184,1197011329682264064,,INTENDED
435,ABABCD,1ST,1189312454414815233,1189311132579827714,1189311744130334721,1189308148437393411,INTENDED
436,AB,2ND,1199776113024786433,1199773828777414656,,,PERCEIVED
437,ABBACDCCDECF,1ST,1195708735634563072,1195431457356804096,,1195404034116440065,INTENDED
438,ABAC,1ST,1195991367136223234,1195642681122267136,1195715558475542534,1195591074238124032,INTENDED
439,ABC,3RD,1187091792388349953,1185293160588689409,1187024677887270912,,PERCEIVED
440,ABAC,1ST,1186945565675970560,1186922692890583040,1186925164346445825,1186912188331646976,INTENDED
441,ABABCDEDEDEDFDGDHDH,1ST,1192780612857405441,1192778836246777859,1192780113982689281,1192768039948890113,INTENDED
442,AA,1ST,1197152683964190720,1197152573935030272,,,INTENDED
443,AB,2ND,1196566998181961730,1196560774598209536,,,PERCEIVED
444,ABAC,1ST,1193356826278014976,1193354836261113856,1193355165098659840,1193354289277739008,INTENDED
445,ABACD,1ST,1187895359110078464,1187894013619257344,1187894896465719296,1187892538033594373,INTENDED
446,ABACD,1ST,1195898236072005633,909124258831486978,1195897748601688064,909111676108021760,INTENDED
447,ABAB,1ST,1187170303710908417,1187120222521585664,1187125467788259328,1186760615844597761,INTENDED
448,ABABBCBD,1ST,1193237637013868546,1193234432704036865,1193236291019821056,1193018704772190208,INTENDED
449,ABAC,1ST,1201720601620238336,1201717115247616000,1201720353292046339,1201714780366491648,INTENDED
450,ABC,3RD,1187073356861980672,1187032678610194433,1187039560158588929,,PERCEIVED
451,ABA,1ST,1185901013942915072,1185883464928768001,1185897860291858435,,INTENDED
452,ABAB,1ST,1189717694519693313,1189717257175420930,1189717424305770497,1189716564712534017,INTENDED
453,ABABB,1ST,1185636986415173632,1185631193632530432,1185636790528548864,1185628307934588931,INTENDED
454,ABACD,1ST,1188462129277493248,1188428857415741440,1188441188379971584,1188309495153340416,INTENDED
455,AB,2ND,1186709034671493120,1186707728565182464,,,PERCEIVED
456,ABACD,1ST,1201883667309744128,1201863210326020096,1201871063346503687,1201855921196093443,INTENDED
457,ABAB,1ST,1191558418697347074,1191556085271777281,1191558262249816064,1191554146815463424,INTENDED
458,ABAB,1ST,1191703759212167168,1191701735175311363,1191702545128927234,1191675021544042496,INTENDED
459,ABC,3RD,1191778729162395654,1191686317614227456,1191701850132799488,,PERCEIVED
460,ABC,3RD,1188884216924246021,1188877548962353152,1188883134609346566,,PERCEIVED
461,ABACBC,1ST,1197505048949002240,1197256210296295429,1197503723007692800,1197165269430546433,INTENDED
462,ABAB,1ST,1199896810426380288,1199895812655996929,1199896592486154246,1199894305030180870,INTENDED
463,ABABCBCBC,1ST,1201910490601013248,1201909888001171457,1201910030439768065,1201909342326407174,INTENDED
464,ABA,2ND,1195435576536846336,1195425366875262982,,1195323425100894211,PERCEIVED
465,ABAB,1ST,1185733608058716162,1185711824819195904,1185733292835966976,1185652292499976192,INTENDED
466,ABC,3RD,1195823259293372417,1195815109701988352,1195822623457824768,,PERCEIVED
467,ABACDE,1ST,1200136318170402819,1200068297678557184,1200073738554757120,1200025148126048257,INTENDED
468,ABACDC,1ST,1188997848681066502,1188969787130613760,1188992124215119872,1188951813984280576,INTENDED
469,ABACD,1ST,1197985459302998021,1197970809437986818,1197984903184314370,1197969802075226114,INTENDED
470,ABABC,1ST,1197177727230660608,1197177435231576066,1197177532912717824,1197177268348555264,INTENDED
471,ABA,1ST,1195451611033698304,1195440646355447808,1195449846213177344,,INTENDED
472,ABCADEF,1ST,1198314755515138049,1198170701259259904,,1198146490306375680,INTENDED
473,ABAB,1ST,1185956028887769094,1185955023584399363,1185955264396169220,1185951816674099203,INTENDED
474,ABC,3RD,1186268296548683777,1185855823131615232,1185864133108994048,,PERCEIVED
475,ABC,3RD,1196698649847316480,1196502627116298243,1196622642771562496,,PERCEIVED
476,ABAB,1ST,1195832286433951744,1195831257139204097,1195831864877076480,1195823654468239360,INTENDED
477,ABAB,1ST,1186369216070520834,1186365546008403969,1186367896634773516,1186365061511766016,INTENDED
478,ABAC,1ST,1191086919985324040,1191085117789425665,1191086810706919425,1191084373107445761,INTENDED
479,ABA,2ND,1191471567684997125,1191471159738540039,,1191415645088419840,PERCEIVED
480,ABABCD,1ST,1200465238371360770,1200460322970066945,1200463219409600512,1200449049981116416,INTENDED
481,ABAC,1ST,1196381680908611585,1196120406937276416,1196168641974329349,1196106235109662722,INTENDED
482,AB,2ND,1192531411561005057,1192222013919772672,,,PERCEIVED
483,ABABC,1ST,1197089363127087104,1197086401814290434,1197088948025266176,1196849890334261248,INTENDED
484,ABACDE,1ST,1201597546377961478,1201596279731752962,1201596858461806593,1201588501428547585,INTENDED
485,AB,2ND,1199698244722417665,1199697508143906816,,,PERCEIVED
486,ABAC,1ST,1199883691130007552,1199863861295419395,1199876837876391936,1199512122927067136,INTENDED
487,ABAC,1ST,1189564280296759296,1189563033585979393,1189564031675187200,1189562580404097024,INTENDED
488,ABA,1ST,1191035226530574336,1191033539472412672,1191033721844985856,,INTENDED
489,ABC,3RD,1200564273962987520,1200408053729943552,1200557361141673985,,PERCEIVED
490,AB,2ND,1192566435467448320,1192549001247305755,,,PERCEIVED
491,ABAB,1ST,1191099466222374912,1191089814315163657,1191098357248413696,1190882836838002688,INTENDED
492,AB,2ND,1196875305467752451,1196854806566055937,,,PERCEIVED
493,AAB,1ST,1197410680430907392,1194965438666547200,,1194944053391101952,INTENDED
494,ABC,3RD,1197939981714698242,1197767727194279936,1197780101208788992,,PERCEIVED
495,AAB,1ST,1191243530666233856,1191236438337163264,,1191111303974121472,INTENDED
496,ABC,3RD,1196284278138646528,1195917507577683970,1195933472319311873,,PERCEIVED
497,AABC,1ST,1189963111299768321,1189958000628371456,,1189808925140373504,INTENDED
498,ABC,3RD,1202796535697817601,1202729340590534656,1202792030444888064,,PERCEIVED
499,ABACD,1ST,1199323415385190400,1199282994848174080,1199283977565229057,1199281870896336897,INTENDED
500,AB,2ND,1200900697840947200,1200899550250094592,,,PERCEIVED
501,ABC,3RD,1192865817228185601,1192782118218285057,1192862372895084544,,PERCEIVED
502,ABC,3RD,1198901229348241408,1198526330230448128,1198888784353320960,,PERCEIVED
